LINEUP	TM	MIN	PTS	2PTM	2PTA	2PT%	3PTM	3PTA	3PT%	FGM	FGA	FG%	FTM	FTA	FT%	OR	DR	TR	AST	PF	DF	ST	TO	BLK	BLKA	VAL	+ / -
Musa D., Deck G., Hezonja M., Cornelie P., Rodriguez S.	RMB	0.6	3	0	0	-	0	1	0%	0	1	0%	3	4	75%	1	0	1	0	1	2	0	0	0	0	3	1
Hanga A., Deck G., Hezonja M., Llull S., Tavares W.	RMB	0.4	2	0	1	0%	0	0	-	0	1	0%	2	2	100%	0	1	1	0	1	1	0	0	0	0	2	0
Hanga A., Musa D., Deck G., Hezonja M., Tavares W.	RMB	34.3	82	21	28	75%	8	25	32%	29	53	55%	16	21	76%	8	19	27	11	21	15	2	12	3	0	78	-1
Zizic A., Bryant E., Taylor I., Micic V., Clyburn W.	EFS	13.8	40	7	13	54%	6	8	75%	13	21	62%	8	8	100%	2	12	14	6	8	8	2	4	0	2	48	16
Hanga A., Musa D., Deck G., Llull S., Tavares W.	RMB	0.5	0	0	2	0%	0	0	-	0	2	0%	0	0	-	1	0	1	0	1	0	0	0	0	0	-2	-2
Hanga A., Musa D., Deck G., Llull S., Poirier V.	RMB	0.8	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	1	0	1	0	0	0	-2
Abalde A., Musa D., Deck G., Llull S., Poirier V.	RMB	1.9	2	0	3	0%	0	0	-	0	3	0%	2	2	100%	1	0	1	0	1	2	0	0	0	0	1	-4
Abalde A., Musa D., Yabusele G., Llull S., Poirier V.	RMB	9.6	17	5	7	71%	2	3	67%	7	10	70%	1	2	50%	0	5	5	4	1	7	1	3	1	1	26	-4
Hanga A., Abalde A., Cornelie P., Llull S., Poirier V.	RMB	2.4	4	2	2	100%	0	2	0%	2	4	50%	0	0	-	0	1	1	0	0	1	0	0	0	0	4	-2
Hanga A., Abalde A., Deck G., Llull S., Poirier V.	RMB	2.8	8	2	2	100%	1	2	50%	3	4	75%	1	2	50%	0	2	2	2	1	3	0	0	0	0	12	4
Abalde A., Deck G., Hezonja M., Llull S., Poirier V.	RMB	0.5	2	0	0	-	0	0	-	0	0	-	2	3	67%	0	1	1	1	1	0	0	1	0	0	1	2
M'Baye A., Zizic A., Bryant E., Ilyasoglu O., Micic V.	EFS	0.5	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	0	0	0	0	1	0	0	0	0	0	0
Abalde A., Deck G., Hezonja M., Llull S., Tavares W.	RMB	9.1	18	4	11	36%	1	2	50%	5	13	38%	7	7	100%	4	6	10	4	4	5	0	2	2	0	25	0
Zizic A., Bryant E., Ilyasoglu O., Micic V., Clyburn W.	EFS	2.5	4	2	3	67%	0	1	0%	2	4	50%	0	0	-	0	0	0	0	1	1	0	0	0	1	1	-5
M'Baye A., Zizic A., Bryant E., Taylor I., Clyburn W.	EFS	11.1	13	2	8	25%	1	6	17%	3	14	21%	6	6	100%	2	11	13	2	6	5	2	2	1	1	16	2
Hanga A., Deck G., Hezonja M., Llull S., Poirier V.	RMB	1.2	4	1	1	100%	0	1	0%	1	2	50%	2	2	100%	0	1	1	1	0	1	1	0	1	0	8	0
Winston C., Gillespie F., Weiler-Babb N., Giffey N., Lucic V.	BAY	9.8	16	7	10	70%	0	7	0%	7	17	41%	2	2	100%	4	8	12	3	8	3	4	5	1	0	16	4
Lammers B., Procida G., Smith J., Sikma L., Zoosman Y.	BER	2.9	7	1	2	50%	1	2	50%	2	4	50%	2	2	100%	1	2	3	3	1	1	0	1	0	0	10	-1
Obst A., Walden C., Gillespie F., Giffey N., Lucic V.	BAY	6.5	4	2	7	29%	0	1	0%	2	8	25%	0	0	-	0	1	1	2	5	1	0	1	0	1	-5	-14
Obst A., Walden C., Harris E., Gillespie F., Giffey N.	BAY	1.1	4	2	2	100%	0	0	-	2	2	100%	0	0	-	0	1	1	2	2	0	0	0	0	0	5	2
Obst A., Rubit A., Walden C., Harris E., Giffey N.	BAY	4.6	18	3	3	100%	4	5	80%	7	8	88%	0	0	-	0	3	3	5	2	0	0	1	0	0	22	9
Lammers B., Procida G., Smith J., Thiemann J., Schneider T.	BER	2.7	5	0	2	0%	1	2	50%	1	4	25%	2	4	50%	0	1	1	0	0	1	0	0	0	0	2	-6
Procida G., Smith J., Thiemann J., Blatt T., Wetzell Y.	BER	0.9	2	1	1	100%	0	0	-	1	1	100%	0	0	-	0	0	0	0	0	0	0	0	0	0	2	0
Procida G., Smith J., Sikma L., Blatt T., Wetzell Y.	BER	3.6	10	3	7	43%	0	1	0%	3	8	38%	4	4	100%	4	4	8	3	3	3	0	0	0	1	15	8
Obst A., Rubit A., Winston C., Harris E., Giffey N.	BAY	0.7	0	0	1	0%	0	0	-	0	1	0%	0	0	-	0	0	0	0	1	0	0	0	0	0	-2	-2
Smith J., Sikma L., Delow M., Blatt T., Wetzell Y.	BER	2.1	7	2	2	100%	1	2	50%	3	4	75%	0	0	-	0	1	1	2	1	0	0	0	0	0	8	5
Rubit A., Winston C., Gillespie F., Weiler-Babb N., Lucic V.	BAY	7.5	14	4	8	50%	1	4	25%	5	12	42%	3	3	100%	0	5	5	2	2	4	3	2	1	0	18	-2
Obst A., Rubit A., Walden C., Weiler-Babb N., Hunter O.	BAY	1.9	4	2	2	100%	0	1	0%	2	3	67%	0	0	-	0	2	2	1	2	0	0	1	0	0	3	1
Thiemann J., Delow M., Blatt T., Wetzell Y., Zoosman Y.	BER	4.4	10	2	2	100%	2	4	50%	4	6	67%	0	0	-	0	3	3	3	1	1	0	2	1	0	13	-1
Rubit A., Walden C., Weiler-Babb N., Giffey N., Hunter O.	BAY	4.3	13	2	4	50%	1	4	25%	3	8	38%	6	7	86%	1	5	6	1	3	3	2	0	1	1	16	11
Lammers B., Procida G., Smith J., Thiemann J., Blatt T.	BER	4.8	9	4	5	80%	0	2	0%	4	7	57%	1	3	33%	1	3	4	2	3	3	0	1	1	0	10	-8
Lammers B., Smith J., Thiemann J., Delow M., Blatt T.	BER	2.9	4	2	3	67%	0	0	-	2	3	67%	0	1	0%	0	3	3	1	2	1	0	2	0	0	3	-5
Rubit A., Winston C., Walden C., Bonga I., Giffey N.	BAY	0.3	3	0	0	-	1	1	100%	1	1	100%	0	0	-	0	0	0	0	0	0	0	0	0	0	3	3
Rubit A., Winston C., Bonga I., Giffey N., Lucic V.	BAY	1.3	0	0	1	0%	0	1	0%	0	2	0%	0	0	-	1	1	2	0	3	2	0	0	0	1	-2	-4
Obst A., Winston C., Gillespie F., Bonga I., Lucic V.	BAY	3	4	1	4	25%	0	2	0%	1	6	17%	2	4	50%	2	3	5	1	1	3	0	1	1	0	5	-2
Smith J., Thiemann J., Blatt T., Wetzell Y., Zoosman Y.	BER	12.6	26	6	12	50%	3	10	30%	9	22	41%	5	6	83%	6	7	13	7	4	6	0	5	0	3	26	0
Procida G., Smith J., Thiemann J., Schneider T., Wetzell Y.	BER	0.3	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	1	0	1	0	0	-1	-7
Koumadje C., Procida G., Smith J., Thiemann J., Schneider T.	BER	2.2	3	0	2	0%	0	0	-	0	2	0%	3	4	75%	0	2	2	0	1	3	0	1	0	1	2	-1
Obst A., Rubit A., Walden C., Giffey N., Hunter O.	BAY	1	2	1	2	50%	0	0	-	1	2	50%	0	0	-	0	0	0	1	2	0	1	0	0	0	1	-1
Rubit A., Walden C., Giffey N., Hunter O., Lucic V.	BAY	1.5	6	0	0	-	2	3	67%	2	3	67%	0	0	-	1	1	2	2	1	0	0	0	0	0	8	5
Koumadje C., Procida G., Smith J., Thiemann J., Delow M.	BER	1.6	1	0	0	-	0	1	0%	0	1	0%	1	2	50%	0	0	0	0	0	1	0	1	0	0	-1	-5
Thiemann J., Sikma L., Delow M., Blatt T., Zoosman Y.	BER	7	15	5	6	83%	1	3	33%	6	9	67%	2	4	50%	2	3	5	5	6	8	2	5	1	0	20	5
Rubit A., Walden C., Harris E., Giffey N., Lucic V.	BAY	0.9	0	0	1	0%	0	0	-	0	1	0%	0	0	-	0	0	0	0	1	1	0	0	0	1	-2	-2
Rubit A., Harris E., Weiler-Babb N., Giffey N., Lucic V.	BAY	0.8	0	0	1	0%	0	0	-	0	1	0%	0	0	-	0	0	0	0	1	0	0	0	0	0	-2	-2
Obst A., Rubit A., Walden C., Harris E., Lucic V.	BAY	1.6	5	0	0	-	1	1	100%	1	1	100%	2	2	100%	0	1	1	0	1	2	0	2	0	0	5	3
Obst A., Rubit A., Walden C., Gillespie F., Lucic V.	BAY	1.4	3	0	0	-	1	1	100%	1	1	100%	0	0	-	0	1	1	0	0	0	0	1	0	0	3	1
Smith J., Sikma L., Delow M., Wetzell Y., Zoosman Y.	BER	1.2	4	2	3	67%	0	1	0%	2	4	50%	0	0	-	2	1	3	1	0	0	0	0	0	0	6	4
Procida G., Smith J., Sikma L., Delow M., Wetzell Y.	BER	2	5	1	3	33%	1	2	50%	2	5	40%	0	0	-	0	2	2	1	1	0	0	0	0	0	4	2
Procida G., Smith J., Thiemann J., Delow M., Wetzell Y.	BER	2.1	5	0	0	-	1	2	50%	1	2	50%	2	2	100%	0	2	2	0	1	1	0	0	2	0	8	3
Walden C., Weiler-Babb N., Giffey N., Hunter O., Lucic V.	BAY	6.2	12	3	6	50%	2	7	29%	5	13	38%	0	0	-	2	4	6	3	3	2	0	1	0	1	10	-3
Peters A., Bolomboy J., Lountzis M., Vezenkov S., Mckissic S.	OLY	1	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	1	1	0	0	1	0	0	0	0	1	0
Papapetrou I., Nunnally J., Punter K., Lessort M., Vukcevic T.	PAR	2.8	7	2	2	100%	1	1	100%	3	3	100%	0	0	-	0	2	2	2	2	2	1	1	2	0	13	4
Larentzakis G., Canaan I., Fall M., Vezenkov S., Walkup T.	OLY	2.8	7	2	3	67%	1	1	100%	3	4	75%	0	0	-	0	0	0	2	2	1	1	2	0	0	6	-3
Glas G., Papapetrou I., Punter K., Lessort M., Leday Z.	PAR	3.6	7	3	4	75%	0	1	0%	3	5	60%	1	2	50%	0	1	1	2	2	1	1	2	0	1	4	-5
Larentzakis G., Sloukas K., Lountzis M., Fall M., Vezenkov S.	OLY	2.9	7	2	2	100%	0	1	0%	2	3	67%	3	3	100%	0	2	2	1	0	3	1	0	0	0	13	7
Glas G., Papapetrou I., Nunnally J., Punter K., Vukcevic T.	PAR	2.4	0	0	2	0%	0	1	0%	0	3	0%	0	0	-	0	3	3	0	4	0	0	2	0	0	-6	-1
Peters A., Larentzakis G., Sloukas K., Lountzis M., Fall M.	OLY	3.1	3	0	1	0%	1	2	50%	1	3	33%	0	2	0%	0	2	2	0	0	5	2	1	0	0	7	1
Papapetrou I., Nunnally J., Punter K., Vukcevic T., Madar Y.	PAR	1	2	1	1	100%	0	0	-	1	1	100%	0	0	-	0	0	0	0	1	0	1	1	0	0	1	-1
Nunnally J., Punter K., Vukcevic T., Madar Y., Leday Z.	PAR	1.2	0	0	0	-	0	1	0%	0	1	0%	0	0	-	1	0	1	0	0	1	0	1	0	0	0	-2
Peters A., Bolomboy J., Sloukas K., Lountzis M., Vezenkov S.	OLY	2.5	5	2	3	67%	0	3	0%	2	6	33%	1	1	100%	1	1	2	1	1	1	4	0	0	0	8	5
Glas G., Papapetrou I., Nunnally J., Lessort M., Leday Z.	PAR	2	0	0	0	-	0	0	-	0	0	-	0	0	-	0	2	2	0	1	0	0	4	0	0	-3	-3
Peters A., Bolomboy J., Lountzis M., Vezenkov S., Walkup T.	OLY	1.9	3	1	1	100%	0	0	-	1	1	100%	1	2	50%	0	1	1	1	0	1	0	1	0	0	4	1
Jovanovic D., Papapetrou I., Nunnally J., Lessort M., Leday Z.	PAR	1.4	2	1	1	100%	0	1	0%	1	2	50%	0	0	-	0	1	1	1	0	0	0	0	0	0	3	-1
Poythress A., Colson B., Adams J., Nebo J., Brown L.	MTA	12.4	25	11	18	61%	0	2	0%	11	20	55%	3	4	75%	3	5	8	4	4	5	2	4	2	2	26	-6
Poythress A., Colson B., Hilliard D., Adams J., Baldwin W.	MTA	0.7	0	0	0	-	0	1	0%	0	1	0%	0	0	-	1	1	2	0	3	2	0	0	0	0	0	-3
Higgins C., Vesely J., Tobey M., Kalinic N., Satoransky T.	FCB	5.2	6	3	8	38%	0	2	0%	3	10	30%	0	0	-	3	3	6	2	4	2	1	2	0	2	2	-5
Higgins C., Vesely J., Kalinic N., Da Silva O., Jokubaitis R.	FCB	13.9	32	9	15	60%	3	3	100%	12	18	67%	5	7	71%	2	6	8	7	11	6	4	4	0	3	31	8
Poythress A., Colson B., Hilliard D., Dibartolomeo J., Baldwin W.	MTA	0.3	5	1	1	100%	1	1	100%	2	2	100%	0	0	-	1	0	1	1	0	0	0	0	0	0	7	5
Hilliard D., Adams J., Dibartolomeo J., Brown L., Baldwin W.	MTA	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	1	0	0	-1	0
Abrines A., Vesely J., Laprovittola N., Da Silva O., Satoransky T.	FCB	4.3	9	1	2	50%	2	5	40%	3	7	43%	1	1	100%	2	2	4	2	3	3	1	1	0	0	11	1
Poythress A., Colson B., Adams J., Dibartolomeo J., Brown L.	MTA	3.7	12	3	5	60%	0	2	0%	3	7	43%	6	8	75%	2	1	3	3	3	3	2	0	0	0	14	4
Higgins C., Vesely J., Tobey M., Laprovittola N., Kalinic N.	FCB	2.9	3	0	1	0%	1	3	33%	1	4	25%	0	0	-	0	4	4	1	1	1	0	2	0	0	3	-1
Higgins C., Vesely J., Tobey M., Kalinic N., Pauli O.	FCB	0.8	4	1	1	100%	0	0	-	1	1	100%	2	2	100%	0	1	1	1	0	0	0	0	0	0	6	4
Abrines A., Higgins C., Vesely J., Kalinic N., Pauli O.	FCB	0.4	0	0	0	-	0	0	-	0	0	-	0	0	-	0	1	1	0	0	0	0	0	0	0	1	0
Abrines A., Higgins C., Vesely J., Laprovittola N., Kalinic N.	FCB	5.7	10	1	4	25%	2	6	33%	3	10	30%	2	2	100%	2	4	6	3	7	2	1	4	0	1	3	-4
Poythress A., Hollins A., Adams J., Martin J., Baldwin W.	MTA	1	2	1	1	100%	0	0	-	1	1	100%	0	2	0%	1	0	1	1	0	2	0	0	0	0	4	2
Higgins C., Tobey M., Laprovittola N., Kalinic N., Da Silva O.	FCB	1.8	6	0	0	-	2	2	100%	2	2	100%	0	0	-	0	1	1	1	3	0	0	2	0	0	3	3
Abrines A., Higgins C., Tobey M., Laprovittola N., Da Silva O.	FCB	2.2	0	0	1	0%	0	1	0%	0	2	0%	0	0	-	1	0	1	0	3	1	0	2	0	1	-6	-4
Hollins A., Adams J., Martin J., Nebo J., Baldwin W.	MTA	2.7	7	1	2	50%	1	3	33%	2	5	40%	2	2	100%	1	0	1	1	2	1	0	0	0	0	5	-2
Hollins A., Adams J., Martin J., Dibartolomeo J., Nebo J.	MTA	0.6	2	0	0	-	0	0	-	0	0	-	2	2	100%	0	1	1	0	0	1	0	0	0	0	4	2
Poythress A., Hollins A., Colson B., Dibartolomeo J., Nebo J.	MTA	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	1	0	0	0	1	0
Abrines A., Higgins C., Vesely J., Laprovittola N., Jokubaitis R.	FCB	0.1	0	0	1	0%	0	2	0%	0	3	0%	0	0	-	0	0	0	0	0	0	0	0	0	0	-3	0
Abrines A., Higgins C., Da Silva O., Jokubaitis R., Sanli S.	FCB	44.8	69	19	31	61%	8	27	30%	27	58	47%	7	9	78%	8	27	35	18	31	16	6	16	1	1	64	0
Abrines A., Higgins C., Tobey M., Da Silva O., Satoransky T.	FCB	4.5	11	4	5	80%	0	1	0%	4	6	67%	3	3	100%	1	4	5	2	4	1	1	1	0	0	13	1
Colson B., Adams J., Dibartolomeo J., Nebo J., Brown L.	MTA	8.5	22	6	7	86%	2	3	67%	8	10	80%	4	4	100%	0	4	4	4	5	4	2	1	0	0	28	6
Abrines A., Higgins C., Kalinic N., Da Silva O., Satoransky T.	FCB	0.9	4	0	0	-	0	0	-	0	0	-	4	4	100%	0	1	1	0	1	2	0	1	0	0	5	1
Abrines A., Nnaji J., Pauli O., Da Silva O., Satoransky T.	FCB	0.5	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	2	0	0	-2	-4
Tyus A., Kahudi C., Lighty D., De Colo N., Jackson-Cartwright P.	ASV	2.9	7	2	3	67%	1	1	100%	3	4	75%	0	0	-	0	1	1	1	0	3	0	1	1	0	11	-3
Tyus A., Kahudi C., Lighty D., De Colo N., Obasohan R.	ASV	13.8	28	7	16	44%	3	6	50%	10	22	45%	5	6	83%	2	4	6	3	7	6	2	2	1	0	24	-13
Tyus A., Kahudi C., De Colo N., Obasohan R., Risacher Z.	ASV	4.3	11	5	7	71%	0	0	-	5	7	71%	1	1	100%	1	0	1	1	3	4	0	2	0	0	10	1
Ulanovas E., Evans K., Birutis L., Smits R., Dimsa T.	ZAL	7.7	18	4	9	44%	2	3	67%	6	12	50%	4	4	100%	2	5	7	2	5	3	0	1	0	0	18	2
Butkevicius A., Ulanovas E., Birutis L., Lekavicius L., Dimsa T.	ZAL	16.9	26	8	19	42%	1	7	14%	9	26	35%	7	7	100%	7	9	16	4	5	12	4	6	2	1	35	-10
Ulanovas E., Brazdeikis I., Evans K., Birutis L., Dimsa T.	ZAL	0.5	2	0	0	-	0	0	-	0	0	-	2	2	100%	0	1	1	0	0	0	0	0	0	0	3	2
Tyus A., Noua A., Lighty D., Mathews J., Jackson-Cartwright P.	ASV	4.1	10	1	4	25%	2	2	100%	3	6	50%	2	4	50%	2	1	3	3	3	5	1	0	1	2	13	0
Noua A., Lighty D., Jackson-Cartwright P., Pons Y., Risacher Z.	ASV	0.8	0	0	0	-	0	0	-	0	0	-	0	0	-	0	1	1	0	2	1	0	1	0	0	-1	0
Noua A., Lighty D., De Colo N., Jackson-Cartwright P., Pons Y.	ASV	1.3	0	0	1	0%	0	1	0%	0	2	0%	0	0	-	1	0	1	0	0	1	1	0	0	0	1	-2
Butkevicius A., Ulanovas E., Evans K., Hayes K., Lekavicius L.	ZAL	0.8	2	1	2	50%	0	0	-	1	2	50%	0	0	-	0	2	2	0	0	1	0	0	1	0	5	2
Noua A., Lighty D., Mathews J., Jackson-Cartwright P., Obasohan R.	ASV	1.9	0	0	2	0%	0	0	-	0	2	0%	0	0	-	0	0	0	0	0	1	0	2	0	0	-3	-10
Thompson D., Kotsar M., Howard M., Raieste S., Sedekerskis T.	BSK	4	12	3	3	100%	2	3	67%	5	6	83%	0	0	-	0	1	1	3	4	1	0	0	0	0	12	6
Kotsar M., Henry P., Giedraitis R., Sedekerskis T., Marinkovic V.	BSK	3	2	1	1	100%	0	3	0%	1	4	25%	0	0	-	0	2	2	1	3	1	0	1	1	0	0	-9
Costello M., Henry P., Giedraitis R., Sedekerskis T., Marinkovic V.	BSK	1.8	4	1	2	50%	0	2	0%	1	4	25%	2	2	100%	2	1	3	0	0	2	0	0	0	0	6	1
Diez D., Costello M., Henry P., Giedraitis R., Marinkovic V.	BSK	5.8	12	1	1	100%	3	4	75%	4	5	80%	1	2	50%	0	5	5	4	3	2	0	2	0	0	16	-4
Bacon D., Kalaitzakis G., Papagiannis G., Grigonis M., Lee P.	PAO	1.9	2	0	1	0%	0	3	0%	0	4	0%	2	2	100%	0	1	1	0	1	0	1	0	0	0	-1	-4
Gudaitis A., Bacon D., Kalaitzakis G., Grigonis M., Lee P.	PAO	11.8	29	8	14	57%	1	6	17%	9	20	45%	10	12	83%	5	8	13	3	7	11	3	3	4	0	40	9
Diez D., Thompson D., Howard M., Costello M., Giedraitis R.	BSK	14.9	33	10	16	63%	3	14	21%	13	30	43%	4	7	57%	7	8	15	8	9	5	2	4	0	0	30	-1
Gudaitis A., Bacon D., Kalaitzakis G., Grigonis M., Wolters N.	PAO	0.8	0	0	0	-	0	1	0%	0	1	0%	0	0	-	0	1	1	0	1	1	0	1	0	0	-1	0
Gudaitis A., Bacon D., Grigonis M., Ponitka M., Wolters N.	PAO	5	4	2	7	29%	0	3	0%	2	10	20%	0	0	-	1	3	4	1	1	3	0	1	0	0	2	-10
Thompson D., Kotsar M., Howard M., Costello M., Giedraitis R.	BSK	52.2	101	24	48	50%	13	39	33%	37	87	43%	14	17	82%	16	34	50	25	24	26	11	11	7	3	129	-1
Thompson D., Kotsar M., Howard M., Sedekerskis T., Marinkovic V.	BSK	5.5	9	3	6	50%	1	3	33%	4	9	44%	0	0	-	0	5	5	3	3	2	1	1	0	1	10	1
Gudaitis A., Williams D., Bacon D., Ponitka M., Lee P.	PAO	38.8	85	26	50	52%	7	20	35%	33	70	47%	12	19	63%	18	18	36	12	17	16	10	8	1	2	89	16
Kurucs A., Kotsar M., Henry P., Giedraitis R., Sedekerskis T.	BSK	2.7	7	2	3	67%	0	1	0%	2	4	50%	3	6	50%	1	3	4	1	2	1	1	1	0	0	6	2
Williams D., Bacon D., Papagiannis G., Wolters N., Lee P.	PAO	34.6	77	20	39	51%	11	22	50%	31	61	51%	4	5	80%	8	19	27	10	17	13	5	7	2	2	77	8
Diez D., Kotsar M., Howard M., Henry P., Marinkovic V.	BSK	1	0	0	1	0%	0	1	0%	0	2	0%	0	0	-	1	0	1	0	2	0	0	1	0	0	-4	-2
Diez D., Howard M., Costello M., Henry P., Marinkovic V.	BSK	4.6	14	3	5	60%	0	1	0%	3	6	50%	8	9	89%	1	2	3	1	4	5	0	1	0	0	14	4
Kurucs A., Diez D., Costello M., Henry P., Marinkovic V.	BSK	1.5	2	1	2	50%	0	0	-	1	2	50%	0	0	-	0	2	2	1	0	1	0	1	0	0	4	0
Kurucs A., Diez D., Thompson D., Costello M., Marinkovic V.	BSK	3.8	8	2	2	100%	1	3	33%	3	5	60%	1	2	50%	0	4	4	2	1	3	0	2	0	0	11	-1
Gudaitis A., Bacon D., Grigonis M., Ponitka M., Lee P.	PAO	10.4	16	6	10	60%	1	6	17%	7	16	44%	1	3	33%	2	6	8	4	12	4	0	4	0	1	4	-9
Diez D., Kotsar M., Henry P., Giedraitis R., Marinkovic V.	BSK	1.1	2	1	1	100%	0	0	-	1	1	100%	0	0	-	0	1	1	0	0	0	0	1	0	0	2	-3
Thompson D., Kotsar M., Howard M., Henry P., Sedekerskis T.	BSK	1.7	7	2	3	67%	0	0	-	2	3	67%	3	3	100%	0	2	2	0	0	3	0	0	0	0	11	6
Dubljevic B., Jones C., Webb J., Radebaugh J., Prepelic K.	VBC	6.5	12	3	4	75%	2	8	25%	5	12	42%	0	0	-	0	5	5	4	5	2	2	0	1	0	14	4
Jones C., Pradilla J., Webb J., Prepelic K., Claver V.	VBC	1.4	0	0	0	-	0	3	0%	0	3	0%	0	0	-	0	1	1	0	1	1	1	0	0	0	-1	-2
Moerman A., Blossomgame J., Brown J., Loyd J., James M.	MCO	1.8	8	0	0	-	2	2	100%	2	2	100%	2	2	100%	0	1	1	0	0	2	0	0	0	0	11	8
Dubljevic B., Jones C., Webb J., Harper J., Puerto J.	VBC	2	2	1	1	100%	0	0	-	1	1	100%	0	0	-	0	3	3	0	0	2	0	2	0	0	5	-1
Dubljevic B., Jones C., Webb J., Harper J., Lopez-Arostegui X.	VBC	13	29	6	9	67%	3	10	30%	9	19	47%	8	10	80%	1	9	10	3	3	8	3	6	0	2	30	12
Hall D., Okobo E., Blossomgame J., Brown J., Loyd J.	MCO	5.5	14	3	6	50%	1	2	50%	4	8	50%	5	5	100%	2	5	7	3	6	3	0	1	0	0	16	-2
Webb J., Harper J., Radebaugh J., Alexander K., Claver V.	VBC	0.1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	-3
Dubljevic B., Jones C., Pradilla J., Webb J., Lopez-Arostegui X.	VBC	0.4	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	1	0	0	-2	0
Dubljevic B., Pradilla J., Webb J., Harper J., Lopez-Arostegui X.	VBC	12.5	24	6	9	67%	3	11	27%	9	20	45%	3	4	75%	5	12	17	6	5	6	1	6	1	2	30	5
Pradilla J., Webb J., Harper J., Alexander K., Lopez-Arostegui X.	VBC	0.4	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	2	0	0	1	0	0	-3	-4
Jones C., Webb J., Harper J., Alexander K., Lopez-Arostegui X.	VBC	1.4	4	1	1	100%	0	2	0%	1	3	33%	2	2	100%	0	1	1	1	3	1	0	1	0	0	1	-2
Jones C., Webb J., Harper J., Alexander K., Claver V.	VBC	2.1	3	1	2	50%	0	0	-	1	2	50%	1	2	50%	0	1	1	1	2	3	0	1	0	0	3	-5
Dubljevic B., Webb J., Harper J., Radebaugh J., Claver V.	VBC	5.7	14	4	6	67%	2	3	67%	6	9	67%	0	0	-	1	3	4	4	0	2	1	2	0	0	20	3
Dubljevic B., Webb J., Harper J., Prepelic K., Claver V.	VBC	0.5	2	0	0	-	0	0	-	0	0	-	2	2	100%	0	1	1	0	0	2	0	0	0	0	5	2
Polonara A., Bryant E., Beaubois R., Pleiss T., Micic V.	EFS	31.7	71	20	30	67%	10	23	43%	30	53	57%	1	3	33%	7	21	28	16	9	11	10	11	3	1	93	22
Polonara A., Taylor I., Pleiss T., Micic V., Clyburn W.	EFS	3.1	0	0	1	0%	0	3	0%	0	4	0%	0	1	0%	0	3	3	0	2	0	0	1	0	0	-5	-7
Polonara A., Dunston B., Taylor I., Micic V., Clyburn W.	EFS	1	2	1	1	100%	0	0	-	1	1	100%	0	0	-	0	0	0	1	1	0	0	0	0	0	2	0
Higgins C., Tobey M., Kalinic N., Jokubaitis R., Sanli S.	FCB	14.9	22	4	10	40%	4	5	80%	8	15	53%	2	2	100%	2	7	9	6	9	6	1	8	0	0	20	-15
Dunston B., Bryant E., Taylor I., Micic V., Clyburn W.	EFS	2.5	6	1	1	100%	1	3	33%	2	4	50%	1	1	100%	0	1	1	1	2	1	0	0	0	0	5	-1
M'Baye A., Dunston B., Bryant E., Taylor I., Clyburn W.	EFS	9.2	20	4	8	50%	2	4	50%	6	12	50%	6	9	67%	1	6	7	1	4	2	1	1	0	0	17	1
Abrines A., Higgins C., Tobey M., Laprovittola N., Sanli S.	FCB	1.8	5	1	2	50%	1	1	100%	2	3	67%	0	0	-	1	0	1	0	0	2	0	0	0	0	7	-2
Abrines A., Tobey M., Kalinic N., Sanli S., Satoransky T.	FCB	2.4	2	1	1	100%	0	4	0%	1	5	20%	0	0	-	1	1	2	1	1	0	0	0	0	0	0	-1
Tobey M., Kalinic N., Pauli O., Da Silva O., Satoransky T.	FCB	0.3	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	0	0	0	-1	0
Abrines A., Higgins C., Tobey M., Laprovittola N., Kalinic N.	FCB	0.9	3	0	0	-	1	2	50%	1	2	50%	0	0	-	0	1	1	0	1	0	0	0	0	0	2	-3
M'Baye A., Dunston B., Bryant E., Beaubois R., Micic V.	EFS	18.7	35	9	17	53%	2	8	25%	11	25	44%	11	13	85%	3	10	13	9	7	12	3	5	2	1	45	-1
Abrines A., Higgins C., Laprovittola N., Sanli S., Satoransky T.	FCB	1	0	0	0	-	0	0	-	0	0	-	0	0	-	0	0	0	0	2	1	0	1	0	0	-2	-5
Abrines A., Higgins C., Laprovittola N., Pauli O., Sanli S.	FCB	6.5	20	5	7	71%	3	5	60%	8	12	67%	1	1	100%	1	3	4	4	2	3	0	3	0	0	22	5
Higgins C., Laprovittola N., Pauli O., Sanli S., Satoransky T.	FCB	1.8	6	0	0	-	2	2	100%	2	2	100%	0	0	-	0	0	0	1	2	0	0	0	0	0	5	-2
